Data Year,Fuel Type,ZIP,Number of Vehicles
2022,Fuel Cell (FCEV),92867,41
2022,Fuel Cell (FCEV),92866,13
2022,Fuel Cell (FCEV),92865,23
2022,Fuel Cell (FCEV),92861,7
2022,Fuel Cell (FCEV),92860,2
2022,Fuel Cell (FCEV),92845,10
2022,Fuel Cell (FCEV),92844,20
2022,Fuel Cell (FCEV),92843,41
2022,Fuel Cell (FCEV),92842,1
2022,Fuel Cell (FCEV),92841,37
2022,Fuel Cell (FCEV),92840,35
2022,Fuel Cell (FCEV),92835,20
2022,Fuel Cell (FCEV),92833,36
2022,Fuel Cell (FCEV),92832,7
2022,Fuel Cell (FCEV),92831,21
2022,Fuel Cell (FCEV),92823,5
2022,Fuel Cell (FCEV),92821,29
2022,Fuel Cell (FCEV),92808,16
2022,Fuel Cell (FCEV),92807,40
2022,Fuel Cell (FCEV),92806,31
2022,Fuel Cell (FCEV),92805,30
2022,Fuel Cell (FCEV),92804,48
2022,Fuel Cell (FCEV),92802,22
2022,Fuel Cell (FCEV),92801,32
2022,Fuel Cell (FCEV),92782,47
2022,Fuel Cell (FCEV),92780,40
2022,Fuel Cell (FCEV),92728,1
2022,Fuel Cell (FCEV),92711,1
2022,Fuel Cell (FCEV),92708,84
2022,Fuel Cell (FCEV),92707,24
2022,Fuel Cell (FCEV),92706,13
2022,Fuel Cell (FCEV),92705,48
2022,Fuel Cell (FCEV),92704,44
2022,Fuel Cell (FCEV),92703,34
2022,Fuel Cell (FCEV),92701,20
2022,Fuel Cell (FCEV),92694,35
2022,Fuel Cell (FCEV),92692,40
2022,Fuel Cell (FCEV),92691,52
2022,Fuel Cell (FCEV),92688,27
2022,Fuel Cell (FCEV),92683,77
2022,Fuel Cell (FCEV),92679,17
2022,Fuel Cell (FCEV),92677,60
2022,Fuel Cell (FCEV),92675,22
2022,Fuel Cell (FCEV),92673,14
2022,Fuel Cell (FCEV),92672,10
2022,Fuel Cell (FCEV),92663,7
2022,Fuel Cell (FCEV),92662,1
2022,Fuel Cell (FCEV),92661,2
2022,Fuel Cell (FCEV),92660,41
2022,Fuel Cell (FCEV),92659,1
2022,Fuel Cell (FCEV),92658,2
2022,Fuel Cell (FCEV),92657,11
2022,Fuel Cell (FCEV),92656,58
2022,Fuel Cell (FCEV),92655,8
2022,Fuel Cell (FCEV),92653,32
2022,Fuel Cell (FCEV),92651,21
2022,Fuel Cell (FCEV),92649,20
2022,Fuel Cell (FCEV),92648,23
2022,Fuel Cell (FCEV),92647,37
2022,Fuel Cell (FCEV),92646,28
2022,Fuel Cell (FCEV),92637,15
2022,Fuel Cell (FCEV),92630,69
2022,Fuel Cell (FCEV),92629,19
2022,Fuel Cell (FCEV),92628,1
2022,Fuel Cell (FCEV),92627,27
2022,Fuel Cell (FCEV),92626,35
2022,Fuel Cell (FCEV),92625,7
2022,Fuel Cell (FCEV),92624,4
2022,Fuel Cell (FCEV),92620,107
2022,Fuel Cell (FCEV),92618,113
2022,Fuel Cell (FCEV),92617,57
2022,Fuel Cell (FCEV),92614,40
2022,Fuel Cell (FCEV),92612,66
2022,Fuel Cell (FCEV),92610,17
2022,Fuel Cell (FCEV),92609,2
2022,Fuel Cell (FCEV),92606,53
2022,Fuel Cell (FCEV),92605,1
2022,Fuel Cell (FCEV),92604,55
2022,Fuel Cell (FCEV),92603,26
2022,Fuel Cell (FCEV),92602,50
2022,Fuel Cell (FCEV),92595,2
2022,Fuel Cell (FCEV),92592,3
2022,Fuel Cell (FCEV),92591,2
2022,Fuel Cell (FCEV),92590,3
2022,Fuel Cell (FCEV),92587,2
2022,Fuel Cell (FCEV),92586,2
2022,Fuel Cell (FCEV),92585,1
2022,Fuel Cell (FCEV),92584,6
2022,Fuel Cell (FCEV),92582,1
2022,Fuel Cell (FCEV),92571,2
2022,Fuel Cell (FCEV),92570,6
2022,Fuel Cell (FCEV),92563,3
2022,Fuel Cell (FCEV),92562,2
2022,Fuel Cell (FCEV),92557,6
2022,Fuel Cell (FCEV),92555,5
2022,Fuel Cell (FCEV),92553,2
2022,Fuel Cell (FCEV),92551,4
2022,Fuel Cell (FCEV),92548,2
2022,Fuel Cell (FCEV),92545,1
2022,Fuel Cell (FCEV),92543,1
2022,Fuel Cell (FCEV),92532,23
2022,Fuel Cell (FCEV),92530,7
2022,Fuel Cell (FCEV),92509,7
2022,Fuel Cell (FCEV),92508,12
2022,Fuel Cell (FCEV),92507,3
2022,Fuel Cell (FCEV),92506,7
2022,Fuel Cell (FCEV),92505,6
2022,Fuel Cell (FCEV),92504,4
2022,Fuel Cell (FCEV),92503,22
2022,Fuel Cell (FCEV),92502,11
2022,Fuel Cell (FCEV),92501,2
2022,Fuel Cell (FCEV),92410,2
2022,Fuel Cell (FCEV),92408,1
2022,Fuel Cell (FCEV),92407,3
2022,Fuel Cell (FCEV),92404,5
2022,Fuel Cell (FCEV),92399,1
2022,Fuel Cell (FCEV),92392,1
2022,Fuel Cell (FCEV),92377,2
2022,Fuel Cell (FCEV),92376,3
2022,Fuel Cell (FCEV),92374,2
2022,Fuel Cell (FCEV),92373,1
2022,Fuel Cell (FCEV),92354,1
2022,Fuel Cell (FCEV),92346,5
2022,Fuel Cell (FCEV),92345,2
2022,Fuel Cell (FCEV),92344,2
2022,Fuel Cell (FCEV),92337,1
2022,Fuel Cell (FCEV),92336,12
2022,Fuel Cell (FCEV),92335,4
2022,Fuel Cell (FCEV),92324,6
2022,Fuel Cell (FCEV),92316,1
2022,Fuel Cell (FCEV),92314,1
2022,Fuel Cell (FCEV),92310,1
2022,Fuel Cell (FCEV),92284,1
2022,Fuel Cell (FCEV),92277,1
2022,Fuel Cell (FCEV),92270,2
2022,Fuel Cell (FCEV),92262,1
2022,Fuel Cell (FCEV),92260,2
2022,Fuel Cell (FCEV),92252,2
2022,Fuel Cell (FCEV),92243,1
2022,Fuel Cell (FCEV),92240,1
2022,Fuel Cell (FCEV),92231,1
2022,Fuel Cell (FCEV),92223,3
2022,Fuel Cell (FCEV),92211,1
2022,Fuel Cell (FCEV),92210,1
2022,Fuel Cell (FCEV),92173,1
2022,Fuel Cell (FCEV),92154,2
2022,Fuel Cell (FCEV),92131,6
2022,Fuel Cell (FCEV),92130,44
2022,Fuel Cell (FCEV),92129,23
2022,Fuel Cell (FCEV),92128,12
2022,Fuel Cell (FCEV),92127,20
2022,Fuel Cell (FCEV),92126,27
2022,Fuel Cell (FCEV),92124,1
2022,Fuel Cell (FCEV),92123,1
2022,Fuel Cell (FCEV),92122,5
2022,Fuel Cell (FCEV),92121,3
2022,Fuel Cell (FCEV),92120,1
2022,Fuel Cell (FCEV),92118,2
2022,Fuel Cell (FCEV),92117,4
2022,Fuel Cell (FCEV),92116,3
2022,Fuel Cell (FCEV),92115,2
2022,Fuel Cell (FCEV),92114,5
2022,Fuel Cell (FCEV),92113,1
2022,Fuel Cell (FCEV),92111,2
2022,Fuel Cell (FCEV),92110,2
2022,Fuel Cell (FCEV),92109,2
2022,Fuel Cell (FCEV),92108,7
2022,Fuel Cell (FCEV),92107,3
2022,Fuel Cell (FCEV),92106,6
2022,Fuel Cell (FCEV),92105,2
2022,Fuel Cell (FCEV),92104,2
2022,Fuel Cell (FCEV),92103,6
2022,Fuel Cell (FCEV),92101,57
2022,Fuel Cell (FCEV),92084,4
2022,Fuel Cell (FCEV),92083,1
2022,Fuel Cell (FCEV),92082,2
2022,Fuel Cell (FCEV),92081,3
2022,Fuel Cell (FCEV),92078,11
2022,Fuel Cell (FCEV),92075,3
2022,Fuel Cell (FCEV),92071,1
2022,Fuel Cell (FCEV),92067,6
2022,Fuel Cell (FCEV),92065,2
2022,Fuel Cell (FCEV),92064,8
2022,Fuel Cell (FCEV),92061,1
2022,Fuel Cell (FCEV),92058,1
2022,Fuel Cell (FCEV),92057,5
2022,Fuel Cell (FCEV),92056,8
2022,Fuel Cell (FCEV),92054,5
2022,Fuel Cell (FCEV),92040,1
2022,Fuel Cell (FCEV),92039,1
2022,Fuel Cell (FCEV),92037,12
2022,Fuel Cell (FCEV),92028,3
2022,Fuel Cell (FCEV),92027,6
2022,Fuel Cell (FCEV),92026,8
2022,Fuel Cell (FCEV),92025,2
2022,Fuel Cell (FCEV),92024,5
2022,Fuel Cell (FCEV),92021,4
2022,Fuel Cell (FCEV),92020,4
2022,Fuel Cell (FCEV),92019,1
2022,Fuel Cell (FCEV),92014,5
2022,Fuel Cell (FCEV),92011,3
2022,Fuel Cell (FCEV),92010,4
2022,Fuel Cell (FCEV),92009,10
2022,Fuel Cell (FCEV),92008,4
2022,Fuel Cell (FCEV),92007,2
2022,Fuel Cell (FCEV),92003,1
2022,Fuel Cell (FCEV),91978,1
2022,Fuel Cell (FCEV),91951,1
2022,Fuel Cell (FCEV),91950,4
2022,Fuel Cell (FCEV),91942,1
2022,Fuel Cell (FCEV),91941,2
2022,Fuel Cell (FCEV),91935,1
2022,Fuel Cell (FCEV),91932,3
2022,Fuel Cell (FCEV),91915,1
2022,Fuel Cell (FCEV),91913,2
2022,Fuel Cell (FCEV),91911,5
2022,Fuel Cell (FCEV),91910,3
2022,Fuel Cell (FCEV),91902,1
2022,Fuel Cell (FCEV),91901,2
2022,Fuel Cell (FCEV),91803,24
2022,Fuel Cell (FCEV),91801,41
2022,Fuel Cell (FCEV),91792,12
2022,Fuel Cell (FCEV),91791,17
2022,Fuel Cell (FCEV),91790,29
2022,Fuel Cell (FCEV),91789,52
2022,Fuel Cell (FCEV),91786,15
2022,Fuel Cell (FCEV),91784,7
2022,Fuel Cell (FCEV),91780,31
2022,Fuel Cell (FCEV),91776,29
2022,Fuel Cell (FCEV),91775,22
2022,Fuel Cell (FCEV),91773,14
2022,Fuel Cell (FCEV),91770,61
2022,Fuel Cell (FCEV),91769,1
2022,Fuel Cell (FCEV),91768,5
2022,Fuel Cell (FCEV),91767,15
2022,Fuel Cell (FCEV),91766,17
2022,Fuel Cell (FCEV),91765,73
2022,Fuel Cell (FCEV),91764,10
2022,Fuel Cell (FCEV),91763,9
2022,Fuel Cell (FCEV),91762,10
2022,Fuel Cell (FCEV),91761,9
2022,Fuel Cell (FCEV),91755,27
2022,Fuel Cell (FCEV),91754,30
2022,Fuel Cell (FCEV),91752,7
2022,Fuel Cell (FCEV),91750,6
2022,Fuel Cell (FCEV),91748,35
2022,Fuel Cell (FCEV),91746,9
2022,Fuel Cell (FCEV),91745,48
2022,Fuel Cell (FCEV),91744,19
2022,Fuel Cell (FCEV),91741,14
2022,Fuel Cell (FCEV),91740,5
2022,Fuel Cell (FCEV),91739,15
2022,Fuel Cell (FCEV),91737,5
2022,Fuel Cell (FCEV),91733,17
2022,Fuel Cell (FCEV),91732,33
2022,Fuel Cell (FCEV),91731,12
2022,Fuel Cell (FCEV),91730,13
2022,Fuel Cell (FCEV),91729,1
2022,Fuel Cell (FCEV),91724,17
2022,Fuel Cell (FCEV),91723,6
2022,Fuel Cell (FCEV),91722,16
2022,Fuel Cell (FCEV),91711,3
2022,Fuel Cell (FCEV),91710,39
2022,Fuel Cell (FCEV),91709,64
2022,Fuel Cell (FCEV),91708,11
2022,Fuel Cell (FCEV),91706,44
2022,Fuel Cell (FCEV),91702,20
2022,Fuel Cell (FCEV),91701,2
2022,Fuel Cell (FCEV),91607,11
2022,Fuel Cell (FCEV),91606,10
2022,Fuel Cell (FCEV),91605,20
2022,Fuel Cell (FCEV),91604,17
2022,Fuel Cell (FCEV),91602,13
2022,Fuel Cell (FCEV),91601,16
2022,Fuel Cell (FCEV),91506,6
2022,Fuel Cell (FCEV),91505,13
2022,Fuel Cell (FCEV),91504,12
2022,Fuel Cell (FCEV),91502,5
2022,Fuel Cell (FCEV),91501,18
2022,Fuel Cell (FCEV),91436,10
2022,Fuel Cell (FCEV),91423,22
2022,Fuel Cell (FCEV),91411,7
2022,Fuel Cell (FCEV),91406,22
2022,Fuel Cell (FCEV),91405,10
2022,Fuel Cell (FCEV),91403,25
2022,Fuel Cell (FCEV),91402,16
2022,Fuel Cell (FCEV),91401,19
2022,Fuel Cell (FCEV),91390,1
2022,Fuel Cell (FCEV),91387,12
2022,Fuel Cell (FCEV),91384,3
2022,Fuel Cell (FCEV),91381,6
2022,Fuel Cell (FCEV),91377,11
2022,Fuel Cell (FCEV),91376,1
2022,Fuel Cell (FCEV),91367,42
2022,Fuel Cell (FCEV),91364,23
2022,Fuel Cell (FCEV),91362,25
2022,Fuel Cell (FCEV),91361,9
2022,Fuel Cell (FCEV),91360,19
2022,Fuel Cell (FCEV),91357,1
2022,Fuel Cell (FCEV),91356,16
2022,Fuel Cell (FCEV),91355,6
2022,Fuel Cell (FCEV),91354,13
2022,Fuel Cell (FCEV),91352,13
2022,Fuel Cell (FCEV),91351,5
2022,Fuel Cell (FCEV),91350,11
2022,Fuel Cell (FCEV),91345,11
2022,Fuel Cell (FCEV),91344,44
2022,Fuel Cell (FCEV),91343,22
2022,Fuel Cell (FCEV),91342,47
2022,Fuel Cell (FCEV),91340,9
2022,Fuel Cell (FCEV),91335,22
2022,Fuel Cell (FCEV),91331,24
2022,Fuel Cell (FCEV),91326,31
2022,Fuel Cell (FCEV),91325,18
2022,Fuel Cell (FCEV),91324,10
2022,Fuel Cell (FCEV),91321,8
2022,Fuel Cell (FCEV),91320,22
2022,Fuel Cell (FCEV),91316,13
2022,Fuel Cell (FCEV),91311,34
2022,Fuel Cell (FCEV),91307,26
2022,Fuel Cell (FCEV),91306,16
2022,Fuel Cell (FCEV),91304,19
2022,Fuel Cell (FCEV),91303,6
2022,Fuel Cell (FCEV),91302,20
2022,Fuel Cell (FCEV),91301,13
2022,Fuel Cell (FCEV),91214,29
2022,Fuel Cell (FCEV),91210,1
2022,Fuel Cell (FCEV),91208,13
2022,Fuel Cell (FCEV),91207,4
2022,Fuel Cell (FCEV),91206,20
2022,Fuel Cell (FCEV),91205,20
2022,Fuel Cell (FCEV),91204,6
2022,Fuel Cell (FCEV),91203,6
2022,Fuel Cell (FCEV),91202,11
2022,Fuel Cell (FCEV),91201,3
2022,Fuel Cell (FCEV),91108,14
2022,Fuel Cell (FCEV),91107,29
2022,Fuel Cell (FCEV),91106,16
2022,Fuel Cell (FCEV),91105,12
2022,Fuel Cell (FCEV),91104,13
2022,Fuel Cell (FCEV),91103,16
2022,Fuel Cell (FCEV),91101,11
2022,Fuel Cell (FCEV),91042,8
2022,Fuel Cell (FCEV),91040,10
2022,Fuel Cell (FCEV),91030,28
2022,Fuel Cell (FCEV),91024,5
2022,Fuel Cell (FCEV),91020,12
2022,Fuel Cell (FCEV),91016,17
2022,Fuel Cell (FCEV),91012,1
2022,Fuel Cell (FCEV),91011,36
2022,Fuel Cell (FCEV),91010,18
2022,Fuel Cell (FCEV),91007,26
2022,Fuel Cell (FCEV),91006,30
2022,Fuel Cell (FCEV),91001,16
2022,Fuel Cell (FCEV),90815,30
2022,Fuel Cell (FCEV),90814,12
2022,Fuel Cell (FCEV),90813,4
2022,Fuel Cell (FCEV),90810,8
2022,Fuel Cell (FCEV),90809,1
2022,Fuel Cell (FCEV),90808,20
2022,Fuel Cell (FCEV),90807,28
2022,Fuel Cell (FCEV),90806,13
2022,Fuel Cell (FCEV),90805,5
2022,Fuel Cell (FCEV),90804,14
2022,Fuel Cell (FCEV),90803,24
2022,Fuel Cell (FCEV),90802,16
2022,Fuel Cell (FCEV),90755,4
2022,Fuel Cell (FCEV),90746,3
2022,Fuel Cell (FCEV),90745,23
2022,Fuel Cell (FCEV),90744,11
2022,Fuel Cell (FCEV),90742,1
2022,Fuel Cell (FCEV),90740,22
2022,Fuel Cell (FCEV),90732,14
2022,Fuel Cell (FCEV),90731,16
2022,Fuel Cell (FCEV),90723,7
2022,Fuel Cell (FCEV),90720,26
2022,Fuel Cell (FCEV),90717,6
2022,Fuel Cell (FCEV),90716,3
2022,Fuel Cell (FCEV),90715,11
2022,Fuel Cell (FCEV),90713,13
2022,Fuel Cell (FCEV),90712,7
2022,Fuel Cell (FCEV),90710,13
2022,Fuel Cell (FCEV),90706,15
2022,Fuel Cell (FCEV),90703,43
2022,Fuel Cell (FCEV),90701,8
2022,Fuel Cell (FCEV),90680,22
2022,Fuel Cell (FCEV),90670,3
2022,Fuel Cell (FCEV),90660,4
2022,Fuel Cell (FCEV),90650,22
2022,Fuel Cell (FCEV),90640,20
2022,Fuel Cell (FCEV),90638,15
2022,Fuel Cell (FCEV),90631,28
2022,Fuel Cell (FCEV),90630,52
2022,Fuel Cell (FCEV),90623,7
2022,Fuel Cell (FCEV),90621,32
2022,Fuel Cell (FCEV),90620,26
2022,Fuel Cell (FCEV),90606,5
2022,Fuel Cell (FCEV),90605,3
2022,Fuel Cell (FCEV),90604,9
2022,Fuel Cell (FCEV),90603,5
2022,Fuel Cell (FCEV),90602,4
2022,Fuel Cell (FCEV),90601,9
2022,Fuel Cell (FCEV),90505,27
2022,Fuel Cell (FCEV),90504,40
2022,Fuel Cell (FCEV),90503,50
2022,Fuel Cell (FCEV),90502,14
2022,Fuel Cell (FCEV),90501,34
2022,Fuel Cell (FCEV),90409,1
2022,Fuel Cell (FCEV),90405,23
2022,Fuel Cell (FCEV),90404,19
2022,Fuel Cell (FCEV),90403,21
2022,Fuel Cell (FCEV),90402,21
2022,Fuel Cell (FCEV),90401,9
2022,Fuel Cell (FCEV),90309,1
2022,Fuel Cell (FCEV),90305,2
2022,Fuel Cell (FCEV),90304,3
2022,Fuel Cell (FCEV),90303,6
2022,Fuel Cell (FCEV),90302,13
2022,Fuel Cell (FCEV),90301,4
2022,Fuel Cell (FCEV),90293,12
2022,Fuel Cell (FCEV),90292,20
2022,Fuel Cell (FCEV),90291,20
2022,Fuel Cell (FCEV),90290,7
2022,Fuel Cell (FCEV),90280,11
2022,Fuel Cell (FCEV),90278,35
2022,Fuel Cell (FCEV),90277,21
2022,Fuel Cell (FCEV),90275,45
2022,Fuel Cell (FCEV),90274,23
2022,Fuel Cell (FCEV),90272,25
2022,Fuel Cell (FCEV),90270,3
2022,Fuel Cell (FCEV),90266,16
2022,Fuel Cell (FCEV),90265,6
2022,Fuel Cell (FCEV),90262,6
2022,Fuel Cell (FCEV),90260,9
2022,Fuel Cell (FCEV),90255,5
2022,Fuel Cell (FCEV),90254,16
2022,Fuel Cell (FCEV),90250,30
2022,Fuel Cell (FCEV),90249,18
2022,Fuel Cell (FCEV),90248,8
2022,Fuel Cell (FCEV),90247,20
2022,Fuel Cell (FCEV),90245,4
2022,Fuel Cell (FCEV),90242,5
2022,Fuel Cell (FCEV),90241,9
2022,Fuel Cell (FCEV),90240,9
2022,Fuel Cell (FCEV),90232,3
2022,Fuel Cell (FCEV),90230,17
2022,Fuel Cell (FCEV),90222,6
2022,Fuel Cell (FCEV),90221,10
2022,Fuel Cell (FCEV),90220,7
2022,Fuel Cell (FCEV),90212,13
2022,Fuel Cell (FCEV),90211,7
2022,Fuel Cell (FCEV),90210,14
2022,Fuel Cell (FCEV),90201,9
2022,Fuel Cell (FCEV),90094,6
2022,Fuel Cell (FCEV),90078,1
2022,Fuel Cell (FCEV),90077,8
2022,Fuel Cell (FCEV),90073,2
2022,Fuel Cell (FCEV),90069,12
2022,Fuel Cell (FCEV),90068,13
2022,Fuel Cell (FCEV),90067,6
2022,Fuel Cell (FCEV),90066,33
2022,Fuel Cell (FCEV),90065,20
2022,Fuel Cell (FCEV),90064,23
2022,Fuel Cell (FCEV),90063,5
2022,Fuel Cell (FCEV),90062,5
2022,Fuel Cell (FCEV),90061,3
2022,Fuel Cell (FCEV),90059,4
2022,Fuel Cell (FCEV),90057,5
2022,Fuel Cell (FCEV),90056,4
2022,Fuel Cell (FCEV),90049,28
2022,Fuel Cell (FCEV),90048,17
2022,Fuel Cell (FCEV),90047,11
2022,Fuel Cell (FCEV),90046,34
2022,Fuel Cell (FCEV),90045,37
2022,Fuel Cell (FCEV),90044,12
2022,Fuel Cell (FCEV),90043,13
2022,Fuel Cell (FCEV),90042,22
2022,Fuel Cell (FCEV),90041,6
2022,Fuel Cell (FCEV),90040,3
2022,Fuel Cell (FCEV),90039,9
2022,Fuel Cell (FCEV),90038,9
2022,Fuel Cell (FCEV),90037,2
2022,Fuel Cell (FCEV),90036,25
2022,Fuel Cell (FCEV),90035,23
2022,Fuel Cell (FCEV),90034,22
2022,Fuel Cell (FCEV),90033,3
2022,Fuel Cell (FCEV),90032,16
2022,Fuel Cell (FCEV),90031,15
2022,Fuel Cell (FCEV),90029,10
2022,Fuel Cell (FCEV),90028,15
2022,Fuel Cell (FCEV),90027,17
2022,Fuel Cell (FCEV),90026,13
2022,Fuel Cell (FCEV),90025,22
2022,Fuel Cell (FCEV),90024,19
2022,Fuel Cell (FCEV),90023,6
2022,Fuel Cell (FCEV),90022,7
2022,Fuel Cell (FCEV),90021,5
2022,Fuel Cell (FCEV),90020,10
2022,Fuel Cell (FCEV),90019,16
2022,Fuel Cell (FCEV),90018,14
2022,Fuel Cell (FCEV),90017,6
2022,Fuel Cell (FCEV),90016,10
2022,Fuel Cell (FCEV),90015,9
2022,Fuel Cell (FCEV),90014,3
2022,Fuel Cell (FCEV),90013,3
2022,Fuel Cell (FCEV),90012,16
2022,Fuel Cell (FCEV),90011,9
2022,Fuel Cell (FCEV),90010,2
2022,Fuel Cell (FCEV),90008,5
2022,Fuel Cell (FCEV),90007,1
2022,Fuel Cell (FCEV),90006,8
2022,Fuel Cell (FCEV),90005,14
2022,Fuel Cell (FCEV),90004,26
2022,Fuel Cell (FCEV),90003,11
2022,Fuel Cell (FCEV),90002,6
2022,Fuel Cell (FCEV),90001,10
2022,Plug-in Hybrid (PHEV),99999,5097
2022,Plug-in Hybrid (PHEV),96162,5
2022,Plug-in Hybrid (PHEV),96161,129
2022,Plug-in Hybrid (PHEV),96160,2
2022,Plug-in Hybrid (PHEV),96158,6
2022,Plug-in Hybrid (PHEV),96151,5
2022,Plug-in Hybrid (PHEV),96150,80
2022,Plug-in Hybrid (PHEV),96148,4
2022,Plug-in Hybrid (PHEV),96146,9
2022,Plug-in Hybrid (PHEV),96145,21
2022,Plug-in Hybrid (PHEV),96143,2
2022,Plug-in Hybrid (PHEV),96142,6
2022,Plug-in Hybrid (PHEV),96141,3
2022,Plug-in Hybrid (PHEV),96140,11
2022,Plug-in Hybrid (PHEV),96137,2
2022,Plug-in Hybrid (PHEV),96133,2
2022,Plug-in Hybrid (PHEV),96130,11
2022,Plug-in Hybrid (PHEV),96129,1
2022,Plug-in Hybrid (PHEV),96127,1
2022,Plug-in Hybrid (PHEV),96126,1
2022,Plug-in Hybrid (PHEV),96125,1
2022,Plug-in Hybrid (PHEV),96122,6
2022,Plug-in Hybrid (PHEV),96120,8
2022,Plug-in Hybrid (PHEV),96118,1
2022,Plug-in Hybrid (PHEV),96114,3
2022,Plug-in Hybrid (PHEV),96109,1
2022,Plug-in Hybrid (PHEV),96106,2
2022,Plug-in Hybrid (PHEV),96103,5
2022,Plug-in Hybrid (PHEV),96101,3
2022,Plug-in Hybrid (PHEV),96099,2
2022,Plug-in Hybrid (PHEV),96097,9
2022,Plug-in Hybrid (PHEV),96096,3
2022,Plug-in Hybrid (PHEV),96094,23
2022,Plug-in Hybrid (PHEV),96093,15
2022,Plug-in Hybrid (PHEV),96092,1
2022,Plug-in Hybrid (PHEV),96091,2
2022,Plug-in Hybrid (PHEV),96088,8
2022,Plug-in Hybrid (PHEV),96087,3
2022,Plug-in Hybrid (PHEV),96080,71
2022,Plug-in Hybrid (PHEV),96078,1
2022,Plug-in Hybrid (PHEV),96075,2
2022,Plug-in Hybrid (PHEV),96073,26
2022,Plug-in Hybrid (PHEV),96069,5
2022,Plug-in Hybrid (PHEV),96067,42
2022,Plug-in Hybrid (PHEV),96065,2
2022,Plug-in Hybrid (PHEV),96064,6
2022,Plug-in Hybrid (PHEV),96062,9
2022,Plug-in Hybrid (PHEV),96057,4
2022,Plug-in Hybrid (PHEV),96056,3
2022,Plug-in Hybrid (PHEV),96055,7
2022,Plug-in Hybrid (PHEV),96052,6
2022,Plug-in Hybrid (PHEV),96050,2
2022,Plug-in Hybrid (PHEV),96049,4
2022,Plug-in Hybrid (PHEV),96048,1
2022,Plug-in Hybrid (PHEV),96047,4
2022,Plug-in Hybrid (PHEV),96046,1
2022,Plug-in Hybrid (PHEV),96044,1
2022,Plug-in Hybrid (PHEV),96041,1
2022,Plug-in Hybrid (PHEV),96040,1
2022,Plug-in Hybrid (PHEV),96039,1
2022,Plug-in Hybrid (PHEV),96037,1
2022,Plug-in Hybrid (PHEV),96035,3
2022,Plug-in Hybrid (PHEV),96034,1
2022,Plug-in Hybrid (PHEV),96032,6
2022,Plug-in Hybrid (PHEV),96031,1
2022,Plug-in Hybrid (PHEV),96027,1
2022,Plug-in Hybrid (PHEV),96025,1
2022,Plug-in Hybrid (PHEV),96024,3
2022,Plug-in Hybrid (PHEV),96022,44
2022,Plug-in Hybrid (PHEV),96021,41
2022,Plug-in Hybrid (PHEV),96020,6
2022,Plug-in Hybrid (PHEV),96019,30
2022,Plug-in Hybrid (PHEV),96017,1
2022,Plug-in Hybrid (PHEV),96015,1
2022,Plug-in Hybrid (PHEV),96013,3
2022,Plug-in Hybrid (PHEV),96008,8
2022,Plug-in Hybrid (PHEV),96007,42
2022,Plug-in Hybrid (PHEV),96003,157
2022,Plug-in Hybrid (PHEV),96002,129
2022,Plug-in Hybrid (PHEV),96001,175
2022,Plug-in Hybrid (PHEV),95993,126
2022,Plug-in Hybrid (PHEV),95992,4
2022,Plug-in Hybrid (PHEV),95991,98
2022,Plug-in Hybrid (PHEV),95988,20
2022,Plug-in Hybrid (PHEV),95987,12
2022,Plug-in Hybrid (PHEV),95983,1
2022,Plug-in Hybrid (PHEV),95982,11
2022,Plug-in Hybrid (PHEV),95979,2
2022,Plug-in Hybrid (PHEV),95977,15
2022,Plug-in Hybrid (PHEV),95975,14
2022,Plug-in Hybrid (PHEV),95973,186
2022,Plug-in Hybrid (PHEV),95972,1
2022,Plug-in Hybrid (PHEV),95971,18
2022,Plug-in Hybrid (PHEV),95970,1
2022,Plug-in Hybrid (PHEV),95969,34
2022,Plug-in Hybrid (PHEV),95968,1
2022,Plug-in Hybrid (PHEV),95967,1
2022,Plug-in Hybrid (PHEV),95966,70
2022,Plug-in Hybrid (PHEV),95965,44
2022,Plug-in Hybrid (PHEV),95963,28
2022,Plug-in Hybrid (PHEV),95962,9
2022,Plug-in Hybrid (PHEV),95961,110
2022,Plug-in Hybrid (PHEV),95960,3
2022,Plug-in Hybrid (PHEV),95959,166
2022,Plug-in Hybrid (PHEV),95955,2
2022,Plug-in Hybrid (PHEV),95954,15
2022,Plug-in Hybrid (PHEV),95953,25
2022,Plug-in Hybrid (PHEV),95951,2
2022,Plug-in Hybrid (PHEV),95950,1
2022,Plug-in Hybrid (PHEV),95949,144
2022,Plug-in Hybrid (PHEV),95948,20
2022,Plug-in Hybrid (PHEV),95947,3
2022,Plug-in Hybrid (PHEV),95946,70
2022,Plug-in Hybrid (PHEV),95945,137
2022,Plug-in Hybrid (PHEV),95942,8
2022,Plug-in Hybrid (PHEV),95941,3
2022,Plug-in Hybrid (PHEV),95938,15
2022,Plug-in Hybrid (PHEV),95937,4
2022,Plug-in Hybrid (PHEV),95935,5
2022,Plug-in Hybrid (PHEV),95932,19
2022,Plug-in Hybrid (PHEV),95930,1
2022,Plug-in Hybrid (PHEV),95928,179
2022,Plug-in Hybrid (PHEV),95927,5
2022,Plug-in Hybrid (PHEV),95926,152
2022,Plug-in Hybrid (PHEV),95925,1
2022,Plug-in Hybrid (PHEV),95924,1
2022,Plug-in Hybrid (PHEV),95920,1
2022,Plug-in Hybrid (PHEV),95919,2
2022,Plug-in Hybrid (PHEV),95918,10
2022,Plug-in Hybrid (PHEV),95917,4
