ZIP,USPS Default State for ZIP,County,ZIP Code Population
92561,CA,Riverside County,1891
92562,CA,Riverside County,65116
92563,CA,Riverside County,77860
92564,CA,Riverside County,
92567,CA,Riverside County,10697
92570,CA,Riverside County,57336
92571,CA,Riverside County,60153
92572,CA,Riverside County,
92581,CA,Riverside County,
92582,CA,Riverside County,22732
92583,CA,Riverside County,33685
92584,CA,Riverside County,57551
92585,CA,Riverside County,29500
92586,CA,Riverside County,19391
92587,CA,Riverside County,18382
92589,CA,Riverside County,
92590,CA,Riverside County,5108
92590,CA,San Diego County,5108
92591,CA,Riverside County,41673
92592,CA,Riverside County,80933
92593,CA,Riverside County,
92595,CA,Riverside County,34505
92596,CA,Riverside County,36725
92599,CA,Riverside County,
92602,CA,Orange County,27358
92603,CA,Orange County,19264
92604,CA,Orange County,27750
92605,CA,Orange County,
92606,CA,Orange County,24499
92607,CA,Orange County,
92609,CA,Orange County,
92610,CA,Orange County,13182
92612,CA,Orange County,33706
92614,CA,Orange County,29617
92615,CA,Orange County,
92616,CA,Orange County,
92617,CA,Orange County,22172
92618,CA,Orange County,62296
92619,CA,Orange County,
92620,CA,Orange County,61744
92623,CA,Orange County,
92624,CA,Orange County,6685
92625,CA,Orange County,12328
92626,CA,Orange County,50569
92627,CA,Orange County,60751
92628,CA,Orange County,
92629,CA,Orange County,26198
92630,CA,Orange County,66461
92637,CA,Orange County,17342
92646,CA,Orange County,55814
92647,CA,Orange County,58794
92648,CA,Orange County,45521
92649,CA,Orange County,35504
92650,CA,Orange County,
92651,CA,Orange County,23477
92652,CA,Orange County,
92653,CA,Orange County,29596
92654,CA,Orange County,
92655,CA,Orange County,8101
92656,CA,Orange County,52645
92657,CA,Orange County,10224
92658,CA,Orange County,
92659,CA,Orange County,
92660,CA,Orange County,34788
92661,CA,Orange County,3095
92662,CA,Orange County,2285
92663,CA,Orange County,21584
92672,CA,Orange County,37470
92672,CA,San Diego County,37470
92673,CA,Orange County,29828
92674,CA,Orange County,
92675,CA,Orange County,34998
92676,CA,Orange County,1967
92677,CA,Orange County,64023
92678,CA,Orange County,668
92679,CA,Orange County,30966
92683,CA,Orange County,90140
92684,CA,Orange County,
92685,CA,Orange County,
92688,CA,Orange County,43937
92690,CA,Orange County,
92691,CA,Orange County,46618
92692,CA,Orange County,46568
92693,CA,Orange County,
92694,CA,Orange County,35019
92697,CA,Orange County,0
92698,CA,Orange County,
92701,CA,Orange County,48272
92702,CA,Orange County,
92703,CA,Orange County,62223
92704,CA,Orange County,80408
92705,CA,Orange County,48680
92706,CA,Orange County,37191
92707,CA,Orange County,59213
92708,CA,Orange County,56358
92711,CA,Orange County,
92728,CA,Orange County,
92735,CA,Orange County,
92780,CA,Orange County,54495
92781,CA,Orange County,
92782,CA,Orange County,29947
92799,CA,Orange County,
92801,CA,Orange County,61218
92802,CA,Orange County,43698
92803,CA,Orange County,
92804,CA,Orange County,83435
92805,CA,Orange County,74336
92806,CA,Orange County,40528
92807,CA,Orange County,37270
92808,CA,Orange County,20829
92809,CA,Orange County,
92811,CA,Orange County,
92812,CA,Orange County,
92814,CA,Orange County,
92815,CA,Orange County,
92816,CA,Orange County,
92817,CA,Orange County,
92821,CA,Orange County,42196
92822,CA,Orange County,
92823,CA,Orange County,5141
92825,CA,Orange County,
92831,CA,Orange County,35831
92832,CA,Orange County,26364
92833,CA,Orange County,52038
92834,CA,Orange County,
92835,CA,Orange County,26753
92836,CA,Orange County,
92837,CA,Orange County,
92838,CA,Orange County,
92840,CA,Orange County,54475
92841,CA,Orange County,33514
92842,CA,Orange County,
92843,CA,Orange County,46553
92844,CA,Orange County,22719
92845,CA,Orange County,15484
92846,CA,Orange County,
92856,CA,Orange County,
92857,CA,Orange County,
92859,CA,Orange County,
92860,CA,Riverside County,25268
92861,CA,Orange County,5776
92862,CA,Orange County,
92863,CA,Orange County,
92864,CA,Orange County,
92865,CA,Orange County,20897
92866,CA,Orange County,14776
92867,CA,Orange County,44003
92868,CA,Orange County,27390
92869,CA,Orange County,36684
92870,CA,Orange County,52384
92871,CA,Orange County,
92877,CA,Riverside County,
92878,CA,Riverside County,
92879,CA,Riverside County,48756
92880,CA,Riverside County,75453
92880,CA,San Bernardino County,75453
92881,CA,Riverside County,29986
92882,CA,Riverside County,69385
92883,CA,Riverside County,39071
92885,CA,Orange County,
92886,CA,Orange County,49919
92887,CA,Orange County,19985
92899,CA,Orange County,
93001,CA,Ventura County,31885
93002,CA,Ventura County,
93003,CA,Ventura County,52511
93004,CA,Ventura County,31326
93005,CA,Ventura County,
93006,CA,Ventura County,
93007,CA,Ventura County,
93009,CA,Ventura County,
93010,CA,Ventura County,46715
93011,CA,Ventura County,
93012,CA,Ventura County,36007
93013,CA,Santa Barbara County,16348
93013,CA,Ventura County,16348
93014,CA,Santa Barbara County,
93015,CA,Ventura County,18917
93016,CA,Ventura County,
93020,CA,Ventura County,
93021,CA,Ventura County,37702
93022,CA,Ventura County,5929
93023,CA,Ventura County,21559
93024,CA,Ventura County,
93030,CA,Ventura County,58573
93031,CA,Ventura County,
93032,CA,Ventura County,
93033,CA,Ventura County,80482
93034,CA,Ventura County,
93035,CA,Ventura County,26476
93036,CA,Ventura County,47938
93040,CA,Ventura County,1904
93041,CA,Ventura County,23179
93042,CA,Ventura County,107
93043,CA,Ventura County,549
93044,CA,Ventura County,
93060,CA,Ventura County,34640
93061,CA,Ventura County,
93062,CA,Ventura County,
93063,CA,Ventura County,56110
93063,CA,Los Angeles County,56110
93064,CA,Ventura County,0
93065,CA,Ventura County,72585
93066,CA,Ventura County,2979
93067,CA,Santa Barbara County,993
93094,CA,Ventura County,
93099,CA,Ventura County,
93101,CA,Santa Barbara County,30496
93102,CA,Santa Barbara County,
93103,CA,Santa Barbara County,19803
93105,CA,Santa Barbara County,25055
93106,CA,Santa Barbara County,5613
93108,CA,Santa Barbara County,11664
93109,CA,Santa Barbara County,11069
93110,CA,Santa Barbara County,16385
93111,CA,Santa Barbara County,18234
93116,CA,Santa Barbara County,
93117,CA,Santa Barbara County,52225
93118,CA,Santa Barbara County,
93120,CA,Santa Barbara County,
93121,CA,Santa Barbara County,
93130,CA,Santa Barbara County,
93140,CA,Santa Barbara County,
93150,CA,Santa Barbara County,
93160,CA,Santa Barbara County,
93190,CA,Santa Barbara County,
93199,CA,Santa Barbara County,
93201,CA,Tulare County,1146
93202,CA,Kings County,4014
93203,CA,Kern County,20571
93204,CA,Kings County,13441
93204,CA,Kern County,13441
93205,CA,Kern County,2191
93206,CA,Kern County,1953
93207,CA,Tulare County,247
93208,CA,Tulare County,175
93210,CA,Fresno County,18975
93210,CA,Monterey County,18975
93212,CA,Kings County,23407
93212,CA,Tulare County,23407
93215,CA,Kern County,53627
93215,CA,Tulare County,53627
93218,CA,Tulare County,779
93219,CA,Tulare County,9708
93219,CA,Kern County,9708
93220,CA,Kern County,0
93221,CA,Tulare County,14399
93222,CA,Kern County,2538
93223,CA,Tulare County,10359
93224,CA,Kern County,430
93225,CA,Kern County,4532
93225,CA,Ventura County,4532
93226,CA,Kern County,64
93227,CA,Tulare County,177
93230,CA,Kings County,69130
93230,CA,Tulare County,69130
93232,CA,Kings County,
93234,CA,Fresno County,6477
93235,CA,Tulare County,4408
93237,CA,Tulare County,89
93238,CA,Kern County,726
93239,CA,Kings County,1349
93240,CA,Kern County,5622
93241,CA,Kern County,15571
93242,CA,Fresno County,2611
93242,CA,Kings County,2611
93243,CA,Kern County,900
93243,CA,Los Angeles County,900
93244,CA,Tulare County,123
93245,CA,Kings County,37443
93246,CA,Kings County,1024
93247,CA,Tulare County,17967
93249,CA,Kern County,2164
93250,CA,Kern County,15451
93251,CA,Kern County,280
93252,CA,Kern County,1429
93252,CA,Santa Barbara County,1429
93252,CA,Ventura County,1429
93252,CA,San Luis Obispo County,1429
93254,CA,Santa Barbara County,794
93254,CA,San Luis Obispo County,794
93255,CA,Kern County,739
93256,CA,Tulare County,5900
93257,CA,Tulare County,79340
93258,CA,Tulare County,1241
93260,CA,Tulare County,151
93261,CA,Tulare County,2197
93262,CA,Tulare County,15
93263,CA,Kern County,23423
93265,CA,Tulare County,3532
93266,CA,Kings County,1672
93267,CA,Tulare County,5879
93268,CA,Kern County,16956
93270,CA,Tulare County,5703
93271,CA,Tulare County,2218
93272,CA,Tulare County,4359
93274,CA,Tulare County,79154
93274,CA,Kings County,79154
93275,CA,Tulare County,
93276,CA,Kern County,175
93277,CA,Tulare County,53406
93278,CA,Tulare County,
93279,CA,Tulare County,
93280,CA,Kern County,27266
93283,CA,Kern County,2129
93285,CA,Kern County,2415
93286,CA,Tulare County,10516
93287,CA,Kern County,134
93290,CA,Tulare County,
93291,CA,Tulare County,63049
93292,CA,Tulare County,45523
93301,CA,Kern County,14026
93302,CA,Kern County,
93303,CA,Kern County,
93304,CA,Kern County,51457
93305,CA,Kern County,36998
93306,CA,Kern County,73370
93307,CA,Kern County,88233
93308,CA,Kern County,55788
93309,CA,Kern County,63989
93311,CA,Kern County,52505
93312,CA,Kern County,58265
93313,CA,Kern County,60331
93314,CA,Kern County,34997
93380,CA,Kern County,
93384,CA,Kern County,
93385,CA,Kern County,
93386,CA,Kern County,
93387,CA,Kern County,
93388,CA,Kern County,
93389,CA,Kern County,
93390,CA,Kern County,
93401,CA,San Luis Obispo County,29995
93402,CA,San Luis Obispo County,15085
93403,CA,San Luis Obispo County,
93405,CA,San Luis Obispo County,23856
93406,CA,San Luis Obispo County,
93407,CA,San Luis Obispo County,348
93408,CA,San Luis Obispo County,8
93409,CA,San Luis Obispo County,2687
93410,CA,San Luis Obispo County,7038
93412,CA,San Luis Obispo County,
93420,CA,San Luis Obispo County,32016
93421,CA,San Luis Obispo County,
93422,CA,San Luis Obispo County,33512
93423,CA,San Luis Obispo County,
93424,CA,San Luis Obispo County,1026
93426,CA,San Luis Obispo County,1509
93426,CA,Monterey County,1509
93427,CA,Santa Barbara County,5866
93428,CA,San Luis Obispo County,6269
93429,CA,Santa Barbara County,129
93430,CA,San Luis Obispo County,3257
93432,CA,San Luis Obispo County,1229
93433,CA,San Luis Obispo County,12684
93434,CA,Santa Barbara County,8451
93435,CA,San Luis Obispo County,
93436,CA,Santa Barbara County,55834
93437,CA,Santa Barbara County,3688
93438,CA,Santa Barbara County,
93440,CA,Santa Barbara County,896
93441,CA,Santa Barbara County,990
93442,CA,San Luis Obispo County,11336
93443,CA,San Luis Obispo County,
93444,CA,San Luis Obispo County,21495
93445,CA,San Luis Obispo County,6812
93446,CA,San Luis Obispo County,45859
93447,CA,San Luis Obispo County,
93448,CA,San Luis Obispo County,
93449,CA,San Luis Obispo County,8024
93450,CA,Monterey County,740
93451,CA,San Luis Obispo County,5007
93451,CA,Monterey County,5007
93452,CA,San Luis Obispo County,301
93453,CA,San Luis Obispo County,2003
93454,CA,Santa Barbara County,41710
93454,CA,San Luis Obispo County,41710
93455,CA,Santa Barbara County,44350
93456,CA,Santa Barbara County,
93457,CA,Santa Barbara County,
93458,CA,Santa Barbara County,59126
93458,CA,San Luis Obispo County,59126
93460,CA,Santa Barbara County,6425
93461,CA,San Luis Obispo County,1353
93461,CA,Kern County,1353
93463,CA,Santa Barbara County,8099
93464,CA,Santa Barbara County,
93465,CA,San Luis Obispo County,10248
93475,CA,San Luis Obispo County,
93483,CA,San Luis Obispo County,
93501,CA,Kern County,5944
93502,CA,Kern County,
93504,CA,Kern County,
93505,CA,Kern County,14767
93510,CA,Los Angeles County,7562
93512,CA,Mono County,297
93513,CA,Inyo County,1525
93514,CA,Inyo County,14961
93514,CA,Mono County,14961
93515,CA,Inyo County,
93516,CA,Kern County,2742
93516,CA,San Bernardino County,2742
93517,CA,Mono County,513
93518,CA,Kern County,1115
93522,CA,Inyo County,74
93523,CA,Kern County,3681
93524,CA,Kern County,63
93526,CA,Inyo County,912
93527,CA,Kern County,1801
93527,CA,Tulare County,1801
93527,CA,Inyo County,1801
93528,CA,Kern County,77
93529,CA,Mono County,209
93530,CA,Inyo County,21
93531,CA,Kern County,497
93532,CA,Los Angeles County,2762
93534,CA,Los Angeles County,42290
93535,CA,Los Angeles County,80478
93536,CA,Los Angeles County,72013
93536,CA,Kern County,72013
93539,CA,Los Angeles County,
93541,CA,Mono County,889
93543,CA,Los Angeles County,12217
93544,CA,Los Angeles County,1201
93545,CA,Inyo County,1394
93546,CA,Mono County,8803
93546,CA,Inyo County,8803
93549,CA,Inyo County,244
93550,CA,Los Angeles County,79929
93551,CA,Los Angeles County,54956
93552,CA,Los Angeles County,43903
93553,CA,Los Angeles County,1349
93554,CA,Kern County,102
93555,CA,Kern County,33629
93555,CA,San Bernardino County,33629
93556,CA,Kern County,
93560,CA,Kern County,21537
93560,CA,Los Angeles County,21537
93561,CA,Kern County,31179
93562,CA,San Bernardino County,1822
93563,CA,Los Angeles County,218
93581,CA,Kern County,3447
93584,CA,Los Angeles County,
93586,CA,Los Angeles County,
93590,CA,Los Angeles County,
93591,CA,Los Angeles County,7531
93592,CA,San Bernardino County,
93599,CA,Los Angeles County,
93601,CA,Madera County,1248
93601,CA,Mariposa County,1248
93602,CA,Fresno County,3091
93602,CA,Madera County,3091
93603,CA,Tulare County,177
93603,CA,Fresno County,177
93604,CA,Madera County,518
93605,CA,Fresno County,83
93606,CA,Fresno County,1031
93608,CA,Fresno County,879
93609,CA,Fresno County,5071
93610,CA,Madera County,24088
93610,CA,Merced County,24088
93611,CA,Fresno County,46631
93612,CA,Fresno County,37790
93613,CA,Fresno County,
93614,CA,Madera County,11144
93615,CA,Tulare County,5665
93616,CA,Fresno County,2173
93618,CA,Tulare County,32223
93618,CA,Fresno County,32223
93619,CA,Fresno County,53381
93620,CA,Merced County,10173
93620,CA,Fresno County,10173
93620,CA,Madera County,10173
93621,CA,Fresno County,345
93622,CA,Fresno County,9683
93622,CA,Madera County,9683
93622,CA,Merced County,9683
93623,CA,Mariposa County,4
93624,CA,Fresno County,764
93625,CA,Fresno County,8889
93626,CA,Fresno County,3039
93626,CA,Madera County,3039
93627,CA,Fresno County,295
93628,CA,Fresno County,397
93630,CA,Fresno County,21352
93630,CA,Madera County,21352
93631,CA,Fresno County,16656
93631,CA,Tulare County,16656
93631,CA,Kings County,16656
93633,CA,Tulare County,32
93634,CA,Fresno County,25
93635,CA,Merced County,49232
93636,CA,Madera County,14777
93637,CA,Madera County,42278
93638,CA,Madera County,51502
93639,CA,Madera County,
93640,CA,Fresno County,14507
93641,CA,Fresno County,271
93641,CA,Tulare County,271
93642,CA,Fresno County,
93643,CA,Madera County,2778
93644,CA,Madera County,6490
93645,CA,Madera County,1082
93646,CA,Fresno County,10047
93646,CA,Tulare County,10047
93647,CA,Tulare County,11370
93647,CA,Fresno County,11370
93648,CA,Fresno County,15108
93649,CA,Fresno County,
93650,CA,Fresno County,2969
93651,CA,Fresno County,1441
93652,CA,Fresno County,314
93653,CA,Madera County,1314
93653,CA,Mariposa County,1314
93654,CA,Fresno County,31905
93654,CA,Tulare County,31905
93656,CA,Fresno County,6224
93656,CA,Kings County,6224
93657,CA,Fresno County,36536
93660,CA,Fresno County,4062
93661,CA,Merced County,
93662,CA,Fresno County,29499
93664,CA,Fresno County,328
93665,CA,Merced County,422
93666,CA,Tulare County,696
93667,CA,Fresno County,2118
93668,CA,Fresno County,806
93669,CA,Madera County,297
93670,CA,Tulare County,106
93673,CA,Tulare County,354
93675,CA,Fresno County,3739
93675,CA,Tulare County,3739
93701,CA,Fresno County,10258
93702,CA,Fresno County,45241
93703,CA,Fresno County,34166
93704,CA,Fresno County,29172
93705,CA,Fresno County,37940
93706,CA,Fresno County,40635
93707,CA,Fresno County,
93708,CA,Fresno County,
93709,CA,Fresno County,
93710,CA,Fresno County,32579
93711,CA,Fresno County,39360
93712,CA,Fresno County,
93714,CA,Fresno County,
93715,CA,Fresno County,
93716,CA,Fresno County,
93717,CA,Fresno County,
93718,CA,Fresno County,
93720,CA,Fresno County,49463
93720,CA,Madera County,49463
93721,CA,Fresno County,7606
93722,CA,Fresno County,84500
93723,CA,Fresno County,14158
93724,CA,Fresno County,
93725,CA,Fresno County,25520
93726,CA,Fresno County,44766
93727,CA,Fresno County,83630
93728,CA,Fresno County,18077
93729,CA,Fresno County,
93730,CA,Fresno County,13021
93737,CA,Fresno County,6360
93740,CA,Fresno County,1166
93741,CA,Fresno County,69
93744,CA,Fresno County,
93745,CA,Fresno County,
93747,CA,Fresno County,
93750,CA,Fresno County,
93755,CA,Fresno County,
93760,CA,Fresno County,
93761,CA,Fresno County,
93764,CA,Fresno County,
93765,CA,Fresno County,
93771,CA,Fresno County,
93772,CA,Fresno County,
93773,CA,Fresno County,
93774,CA,Fresno County,
93775,CA,Fresno County,
93776,CA,Fresno County,
93777,CA,Fresno County,
93778,CA,Fresno County,
93779,CA,Fresno County,
93786,CA,Fresno County,
93790,CA,Fresno County,
93791,CA,Fresno County,
93792,CA,Fresno County,
93793,CA,Fresno County,
93794,CA,Fresno County,
93844,CA,Fresno County,
93888,CA,Fresno County,
93901,CA,Monterey County,29480
93902,CA,Monterey County,
93905,CA,Monterey County,64596
93906,CA,Monterey County,64592
93907,CA,Monterey County,24922
93908,CA,Monterey County,12517
93912,CA,Monterey County,
93915,CA,Monterey County,
93920,CA,Monterey County,1564
93921,CA,Monterey County,2459
93922,CA,Monterey County,
93923,CA,Monterey County,12377
93924,CA,Monterey County,6046
93925,CA,Monterey County,1320
93925,CA,San Benito County,1320
93926,CA,Monterey County,8998
93927,CA,Monterey County,21131
93928,CA,Monterey County,1084
93930,CA,Monterey County,17124
93932,CA,Monterey County,431
93933,CA,Monterey County,27617
93940,CA,Monterey County,30951
93942,CA,Monterey County,
93943,CA,Monterey County,11
93944,CA,Monterey County,2719
93950,CA,Monterey County,15003
93953,CA,Monterey County,3576
93954,CA,Monterey County,269
93955,CA,Monterey County,32253
93960,CA,Monterey County,25736
93962,CA,Monterey County,189
94002,CA,San Mateo County,27730
94005,CA,San Mateo County,4718
94010,CA,San Mateo County,42794
94011,CA,San Mateo County,
94014,CA,San Mateo County,46269
94014,CA,San Francisco County,46269
94015,CA,San Mateo County,64121
94017,CA,San Mateo County,
94018,CA,San Mateo County,3404
94019,CA,San Mateo County,14754
94020,CA,San Mateo County,1745
94020,CA,Santa Clara County,1745
94021,CA,San Mateo County,332
94022,CA,Santa Clara County,19993
94023,CA,Santa Clara County,
94024,CA,Santa Clara County,23673
94025,CA,San Mateo County,40230
94026,CA,San Mateo County,
94027,CA,San Mateo County,7030
94028,CA,San Mateo County,6645
94028,CA,Santa Clara County,6645
94030,CA,San Mateo County,22589
94035,CA,Santa Clara County,
94037,CA,San Mateo County,2897
94038,CA,San Mateo County,3016
94039,CA,Santa Clara County,
94040,CA,Santa Clara County,35581
94041,CA,Santa Clara County,15841
94042,CA,Santa Clara County,
94043,CA,Santa Clara County,32042
94044,CA,San Mateo County,37540
94060,CA,San Mateo County,1389
94060,CA,Santa Cruz County,1389
94061,CA,San Mateo County,37369
94062,CA,San Mateo County,25944
94063,CA,San Mateo County,34695
94064,CA,San Mateo County,
94065,CA,San Mateo County,11620
94066,CA,San Mateo County,42875
94070,CA,San Mateo County,30696
94074,CA,San Mateo County,92
94080,CA,San Mateo County,65036
94083,CA,San Mateo County,
94085,CA,Santa Clara County,23159
94086,CA,Santa Clara County,48956
94087,CA,Santa Clara County,58126
94088,CA,Santa Clara County,
94089,CA,Santa Clara County,23214
94102,CA,San Francisco County,34983
94103,CA,San Francisco County,33524
94104,CA,San Francisco County,478
94105,CA,San Francisco County,14890
94107,CA,San Francisco County,30190
94108,CA,San Francisco County,11008
94109,CA,San Francisco County,54397
94110,CA,San Francisco County,66687
94111,CA,San Francisco County,4553
94112,CA,San Francisco County,80133
94112,CA,San Mateo County,80133
94114,CA,San Francisco County,33627
94115,CA,San Francisco County,32715
94116,CA,San Francisco County,42523
94117,CA,San Francisco County,37575
94118,CA,San Francisco County,39275
94119,CA,San Francisco County,
94121,CA,San Francisco County,42987
94122,CA,San Francisco County,57369
94123,CA,San Francisco County,24518
94124,CA,San Francisco County,36226
94125,CA,San Mateo County,
94126,CA,San Francisco County,
94127,CA,San Francisco County,20710
94128,CA,San Mateo County,0
94129,CA,San Francisco County,3808
94130,CA,San Francisco County,2829
94131,CA,San Francisco County,27809
94132,CA,San Francisco County,27406
94133,CA,San Francisco County,24753
94134,CA,San Francisco County,40142
94134,CA,San Mateo County,40142
94140,CA,San Francisco County,
94141,CA,San Francisco County,
94143,CA,San Francisco County,
94146,CA,San Francisco County,
94147,CA,San Francisco County,
94158,CA,San Francisco County,11206
94159,CA,San Francisco County,
94164,CA,San Francisco County,
94188,CA,San Francisco County,0
94301,CA,Santa Clara County,17126
94302,CA,Santa Clara County,
94303,CA,San Mateo County,47123
94303,CA,Santa Clara County,47123
94304,CA,Santa Clara County,4731
94305,CA,Santa Clara County,17912
94306,CA,Santa Clara County,27527
94309,CA,Santa Clara County,
94401,CA,San Mateo County,35628
94402,CA,San Mateo County,25498
94403,CA,San Mateo County,43459
94404,CA,San Mateo County,35950
94497,CA,San Mateo County,
94501,CA,Alameda County,63517
94502,CA,Alameda County,13359
94503,CA,Napa County,21852
94503,CA,Solano County,21852
94505,CA,Contra Costa County,15316
94505,CA,Alameda County,15316
94506,CA,Contra Costa County,27261
94507,CA,Contra Costa County,14546
94508,CA,Napa County,3298
94509,CA,Contra Costa County,71013
94510,CA,Solano County,26879
94511,CA,Contra Costa County,2144
94512,CA,Solano County,134
94513,CA,Contra Costa County,68160
94514,CA,Contra Costa County,2044
94514,CA,Alameda County,2044
94515,CA,Napa County,6921
94515,CA,Sonoma County,6921
94516,CA,Contra Costa County,208
94517,CA,Contra Costa County,12164
94518,CA,Contra Costa County,27743
94519,CA,Contra Costa County,19918
94520,CA,Contra Costa County,36767
94521,CA,Contra Costa County,41118
94522,CA,Contra Costa County,
94523,CA,Contra Costa County,34789
94524,CA,Contra Costa County,
94525,CA,Contra Costa County,3665
94526,CA,Contra Costa County,33085
94528,CA,Contra Costa County,1000
94530,CA,Contra Costa County,26229
94531,CA,Contra Costa County,44746
94533,CA,Solano County,78537
94534,CA,Solano County,41122
94534,CA,Napa County,41122
94535,CA,Solano County,3863
94536,CA,Alameda County,70707
94537,CA,Alameda County,
94538,CA,Alameda County,67704
94539,CA,Alameda County,52609
94540,CA,Alameda County,
94541,CA,Alameda County,67785
94542,CA,Alameda County,14729
94543,CA,Alameda County,
94544,CA,Alameda County,76739
94545,CA,Alameda County,33186
94546,CA,Alameda County,45848
94547,CA,Contra Costa County,26245
94548,CA,Contra Costa County,637
94549,CA,Contra Costa County,28247
94550,CA,Alameda County,49610
94550,CA,Santa Clara County,49610
94550,CA,Stanislaus County,49610
94551,CA,Alameda County,38739
94551,CA,Contra Costa County,38739
94552,CA,Alameda County,14359
94553,CA,Contra Costa County,48600
94555,CA,Alameda County,37500
94556,CA,Contra Costa County,15922
94557,CA,Alameda County,
94558,CA,Napa County,64552
94558,CA,Solano County,64552
94559,CA,Napa County,27828
94560,CA,Alameda County,47145
94561,CA,Contra Costa County,45386
94562,CA,Napa County,0
94563,CA,Contra Costa County,19409
94563,CA,Alameda County,19409
94564,CA,Contra Costa County,18835
94565,CA,Contra Costa County,99933
94566,CA,Alameda County,44782
94567,CA,Napa County,673
94568,CA,Alameda County,70542
94568,CA,Contra Costa County,70542
94569,CA,Contra Costa County,194
94570,CA,Contra Costa County,
94571,CA,Solano County,10973
94571,CA,Sacramento County,10973
94572,CA,Contra Costa County,8712
94573,CA,Napa County,81
94574,CA,Napa County,7646
94574,CA,Sonoma County,7646
94575,CA,Contra Costa County,1005
94576,CA,Napa County,130
94577,CA,Alameda County,47533
94578,CA,Alameda County,41567
94579,CA,Alameda County,19955
94580,CA,Alameda County,28866
94581,CA,Napa County,
94582,CA,Contra Costa County,47182
94583,CA,Contra Costa County,39418
94585,CA,Solano County,29290
94586,CA,Alameda County,1011
94587,CA,Alameda County,68141
94588,CA,Alameda County,34423
94588,CA,Contra Costa County,34423
94589,CA,Solano County,30199
94590,CA,Solano County,37401
94591,CA,Solano County,58516
94591,CA,Napa County,58516
94592,CA,Solano County,922
94595,CA,Contra Costa County,17051
94596,CA,Contra Costa County,23592
94597,CA,Contra Costa County,24235
94598,CA,Contra Costa County,26293
94599,CA,Napa County,3388
94601,CA,Alameda County,52289
94602,CA,Alameda County,31450
94603,CA,Alameda County,36440
94604,CA,Alameda County,
94605,CA,Alameda County,44168
94606,CA,Alameda County,38746
94607,CA,Alameda County,27891
94608,CA,Alameda County,33998
94609,CA,Alameda County,24854
94610,CA,Alameda County,32675
94611,CA,Alameda County,39240
94611,CA,Contra Costa County,39240
94612,CA,Alameda County,17663
94613,CA,Alameda County,529
94614,CA,Alameda County,
94615,CA,Alameda County,
94618,CA,Alameda County,16845
94619,CA,Alameda County,28044
94620,CA,Alameda County,
94621,CA,Alameda County,34658
94623,CA,Alameda County,
94624,CA,Alameda County,
94661,CA,Alameda County,
94662,CA,Alameda County,
94666,CA,Alameda County,
94701,CA,Alameda County,
94702,CA,Alameda County,17073
94703,CA,Alameda County,20874
94704,CA,Alameda County,24427
94705,CA,Alameda County,14149
94706,CA,Alameda County,20486
94706,CA,Contra Costa County,20486
94707,CA,Alameda County,12728
94707,CA,Contra Costa County,12728
94708,CA,Alameda County,11967
94708,CA,Contra Costa County,11967
94709,CA,Alameda County,12179
94710,CA,Alameda County,8144
94712,CA,Alameda County,
94720,CA,Alameda County,5649
94801,CA,Contra Costa County,33564
94802,CA,Contra Costa County,
94803,CA,Contra Costa County,27588
94804,CA,Contra Costa County,44679
94805,CA,Contra Costa County,15356
94806,CA,Contra Costa County,61749
94807,CA,Contra Costa County,
94820,CA,Contra Costa County,
94850,CA,Contra Costa County,
94901,CA,Marin County,41095
94903,CA,Marin County,31135
94904,CA,Marin County,13043
94912,CA,Marin County,
94913,CA,Marin County,
94914,CA,Marin County,
94915,CA,Marin County,
94920,CA,Marin County,12682
94922,CA,Sonoma County,312
94923,CA,Sonoma County,1457
94924,CA,Marin County,1217
94925,CA,Marin County,10101
94927,CA,Sonoma County,
94928,CA,Sonoma County,46463
94929,CA,Marin County,224
94930,CA,Marin County,8564
94931,CA,Sonoma County,9320
94933,CA,Marin County,1255
94937,CA,Marin County,916
94938,CA,Marin County,540
94939,CA,Marin County,7372
94940,CA,Marin County,275
94941,CA,Marin County,32349
94942,CA,Marin County,
94945,CA,Marin County,17280
94945,CA,Sonoma County,17280
94946,CA,Marin County,727
94947,CA,Marin County,24360
94948,CA,Marin County,
94949,CA,Marin County,18357
94950,CA,Marin County,29
94951,CA,Sonoma County,3628
94952,CA,Sonoma County,33339
94952,CA,Marin County,33339
94953,CA,Sonoma County,
94954,CA,Sonoma County,38000
94955,CA,Sonoma County,
94956,CA,Marin County,1158
94957,CA,Marin County,2151
94960,CA,Marin County,15891
94963,CA,Marin County,562
94964,CA,Marin County,2115
94965,CA,Marin County,12160
94966,CA,Marin County,
94970,CA,Marin County,372
94971,CA,Marin County,315
94972,CA,Sonoma County,153
94973,CA,Marin County,1652
94974,CA,Marin County,
94975,CA,Sonoma County,
94976,CA,Marin County,
94977,CA,Marin County,
94978,CA,Marin County,
94979,CA,Marin County,
94999,CA,Sonoma County,
95001,CA,Santa Cruz County,
95002,CA,Santa Clara County,1639
95003,CA,Santa Cruz County,24708
95004,CA,Monterey County,3917
95004,CA,San Benito County,3917
95005,CA,Santa Cruz County,7150
95006,CA,Santa Cruz County,8433
95007,CA,Santa Cruz County,335
95008,CA,Santa Clara County,48415
95009,CA,Santa Clara County,
95010,CA,Santa Cruz County,8697
95011,CA,Santa Clara County,
95012,CA,Monterey County,11147
95013,CA,Santa Clara County,42
95014,CA,Santa Clara County,61109
